bin,rows,events,mean_predicted,observed_rate,min_predicted,max_predicted,bin_low,bin_high,standard_error,residual,z,population,variant
10,344302,109,0.00019602659492984096,0.0003165825350999994,0.0001787197688827291,0.00021460515563376248,0.0001787197688827291,0.00021460538846440613,2.385861090002287e-05,0.00012055594017015844,5.0529320703261424,test (out-of-time),raw
11,344306,138,0.00023618419695628425,0.0004008062595481926,0.00021460538846440613,0.00025932976859621704,0.00021460538846440613,0.0002593302633613348,2.6187969688075166e-05,0.00016462206259190834,6.286171266910771,test (out-of-time),raw
12,344303,187,0.00028622041249297826,0.0005431262579762593,0.0002593302633613348,0.00031520123593509197,0.0002593302633613348,0.00031520152697339654,2.8828214003934483e-05,0.000256905845483281,8.911611570811097,test (out-of-time),raw
13,344306,201,0.00034927911391776213,0.000583783030211498,0.00031520152697339654,0.00038656260585412383,0.00031520152697339654,0.00038656268152408306,3.184477279103661e-05,0.00023450391629373582,7.363968894755058,test (out-of-time),raw
14,344303,272,0.00043177635345594077,0.0007900018297836499,0.00038656298420391977,0.00048194522969424725,0.00038656268152408306,0.0004819454625248909,3.540505263662777e-05,0.00035822547632770915,10.117919608940571,test (out-of-time),raw
15,344304,313,0.0005440967941137784,0.0009090803475997956,0.0004819454625248909,0.0006142198690213263,0.0004819454625248909,0.0006142201018519702,3.974192213513825e-05,0.00036498355348601715,9.183842498732918,test (out-of-time),raw
16,344304,487,0.0007038566976238448,0.0014144476973837075,0.0006142201600596309,0.0008063068380579352,0.0006142201018519702,0.0008063070825301112,4.519789358577568e-05,0.0007105909997598628,15.721772485067628,test (out-of-time),raw
17,344304,596,0.0009502942407210763,0.0017310283935127097,0.0008063072455115616,0.0011247628135606647,0.0008063070825301112,0.0011247632326558236,5.251115400624999e-05,0.0007807341527916335,14.86796791208795,test (out-of-time),raw
18,344304,810,0.0014013477454799235,0.0023525721455457966,0.001124763861298561,0.0017762461211532354,0.0011247632326558236,0.0017762467730790383,6.375252838064507e-05,0.0009512244000658731,14.92057529681693,test (out-of-time),raw
19,344304,1265,0.0030471610008824834,0.003674078721130164,0.0017762493807822466,0.033467285335063934,0.0017762467730790383,0.033467285335063934,9.393208745802984e-05,0.0006269177202476808,6.674159355053153,test (out-of-time),raw
0,344304,5,1.3842714485716968e-05,1.4522050281146894e-05,4.554741144519987e-07,2.1943439836808633e-05,4.554741144519987e-07,2.1943504967976603e-05,6.3406910201185196e-06,6.793357954299259e-07,0.10713907889131426,test (out-of-time),platt
1,344304,9,2.7953284913173154e-05,2.6139690506064407e-05,2.194352125076859e-05,3.367488763709452e-05,2.1943504967976603e-05,3.367490563460522e-05,9.010301456705525e-06,-1.8135944071087468e-06,-0.20128010320443362,test (out-of-time),platt
2,344304,16,3.941999174315284e-05,4.647056089967006e-05,3.3674917632945687e-05,4.525367920896615e-05,3.367490563460522e-05,4.5253695594632155e-05,1.0699874166020644e-05,7.05056915651722e-06,0.6589394461205494,test (out-of-time),platt
3,344303,24,5.1396547549759094e-05,6.970604380443969e-05,4.525372017313115e-05,5.777977052639023e-05,4.5253695594632155e-05,5.777982607272483e-05,1.2217586127961301e-05,1.8309496254680595e-05,1.4986181446085558,test (out-of-time),platt
4,344304,29,6.465468081475549e-05,8.422789163065198e-05,5.777982607272483e-05,7.179369500144898e-05,5.777982607272483e-05,7.17937613240802e-05,1.3702976466635213e-05,1.957321081589649e-05,1.4283911866560128,test (out-of-time),platt
5,344304,42,7.95117735703163e-05,0.0001219852223616339,7.17937613240802e-05,8.758733594430331e-05,7.17937613240802e-05,8.758739462804243e-05,1.5195934742922221e-05,4.24734487913176e-05,2.7950533817013374,test (out-of-time),platt
6,344304,30,9.656397849678465e-05,8.713230168688136e-05,8.758740929897718e-05,0.00010596650209417907,8.758739462804243e-05,0.00010596656344202219,1.6746172928401428e-05,-9.431676809903286e-06,-0.5632138668475833,test (out-of-time),platt
7,344304,55,0.00011619949220040522,0.00015974255309261583,0.00010596660434058424,0.00012697446379768943,0.00010596656344202219,0.00012697451034435938,1.836986002657181e-05,4.354306089221061e-05,2.370353439232854,test (out-of-time),platt
8,344303,74,0.00013896438160772084,0.0002149269683970224,0.00012697458016436416,0.0001517283257435566,0.00012697451034435938,0.0001517284706057058,2.0088669247516815e-05,7.596258678930156e-05,3.7813648008909992,test (out-of-time),platt
9,344303,99,0.00016607175740333173,0.00028753743069331373,0.0001517284706057058,0.00018127028432313657,0.0001517284706057058,0.0001812704574460727,2.1960459462687257e-05,0.000121465673289982,5.531108012396681,test (out-of-time),platt
10,344302,109,0.00019840438944850435,0.0003165825350999994,0.0001812704574460727,0.00021677208842312795,0.0001812704574460727,0.00021677231830370377,2.4002848175060173e-05,0.00011817814565149505,4.92350511029297,test (out-of-time),platt
11,344306,138,0.00023804655594680533,0.0004008062595481926,0.00021677231830370377,0.00026083299777850697,0.00021677231830370377,0.00026083348419517124,2.6290991118992566e-05,0.00016275970360138725,6.190702467805024,test (out-of-time),platt
12,344303,187,0.00028723000484178114,0.0005431262579762593,0.00026083348419517124,0.00031563722558299446,0.00026083348419517124,0.0003156375104552393,2.8878997902062016e-05,0.00025589625313447815,8.860981049353054,test (out-of-time),platt
13,344306,201,0.0003489406427792603,0.000583783030211498,0.0003156375104552393,0.00038532091934591795,0.0003156375104552393,0.0003853209930729338,3.182934475027613e-05,0.00023484238743223763,7.378172226753123,test (out-of-time),platt
14,344303,272,0.0004292987268844247,0.0007900018297836499,0.00038532128798099695,0.00047801554995212793,0.0003853209930729338,0.00047801577568045155,3.530336930271566e-05,0.0003607031028992252,10.217243000414657,test (out-of-time),platt
15,344304,313,0.0005381583745431236,0.0009090803475997956,0.00047801577568045155,0.0006058916570497643,0.00047801577568045155,0.0006058918815489349,3.9524567496514024e-05,0.000370921973056672,9.384592838097127,test (out-of-time),platt
16,344304,487,0.0006921390249800183,0.0014144476973837075,0.0006058919376737272,0.000790513615058712,0.0006058918815489349,0.0007905138493440906,4.4820354395612026e-05,0.0007223086724036892,16.115639471034708,test (out-of-time),platt
17,344304,596,0.0009281454792490263,0.0017310283935127097,0.0007905140055343426,0.0010944981323099349,0.0007905138493440906,0.0010944985309489003,5.189617565702802e-05,0.0008028829142636834,15.470945673719472,test (out-of-time),platt
18,344304,810,0.0013566541044983769,0.0023525721455457966,0.0010944991289073471,0.0017107780186831746,0.0010944985309489003,0.0017107786324692571,6.272905409085921e-05,0.0009959180410474197,15.876503407892828,test (out-of-time),platt
19,344304,1265,0.002893418553009124,0.003674078721130164,0.0017107810876135841,0.030246350452736954,0.0017107786324692571,0.030246350452736954,9.153883654571125e-05,0.00078066016812104,8.528185386442026,test (out-of-time),platt
0,322005,4,2.734955384775369e-11,1.2422167357649725e-05,0.0,8.806693086745927e-06,0.0,1.7613386173491855e-05,9.216028632829838e-09,1.2422140008095877e-05,1347.8842680506716,test (out-of-time),isotonic
1,597025,22,1.7613386173491855e-05,3.6849378166743436e-05,1.7613386173491855e-05,1.7613386173491855e-05,1.7613386173491855e-05,2.4932526350563786e-05,5.431519526509247e-06,1.9235991993251582e-05,3.5415488979405834,test (out-of-time),isotonic
2,1383582,117,2.4932545615780185e-05,8.45631122694571e-05,2.4932526350563786e-05,3.5344638317304896e-05,2.4932526350563786e-05,4.117542101867992e-05,4.2449780152534666e-06,5.963056665367691e-05,14.047320490095963,test (out-of-time),isotonic
3,569073,90,4.117551233118031e-05,0.00015815194184225925,4.117542101867992e-05,5.0429191168894314e-05,4.117542101867992e-05,5.327650506126798e-05,8.50602341945956e-06,0.00011697642951107894,13.752187566691555,test (out-of-time),isotonic
4,274963,65,5.327934978473055e-05,0.00023639544229587254,5.327650506126798e-05,0.00013228596944907023,5.327650506126798e-05,0.00014018691588785047,1.391972833755102e-05,0.000183116092511142,13.155148439007444,test (out-of-time),isotonic
5,605060,186,0.0001550883125767106,0.00030740752983175225,0.00014018691588785047,0.00017064430413690548,0.00014018691588785047,0.00017514611727005586,1.600872094163603e-05,0.00015231921725504164,9.514764971565254,test (out-of-time),isotonic
6,1068082,534,0.0001751599292117624,0.0004999616134341745,0.00017514611727005586,0.000324697877661169,0.00017514611727005586,0.0003391333837685545,1.2804925133270519e-05,0.0003248016842224121,25.365371592723573,test (out-of-time),isotonic
7,606891,507,0.0003993151758774712,0.0008354053693332081,0.0003391333837685545,0.0006295094668539054,0.0003391333837685545,0.0006864090998234948,2.5645775242848133e-05,0.0004360901934557369,17.004367749707622,test (out-of-time),isotonic
8,292949,368,0.000686409233271717,0.0012561913507129227,0.0006864090998234948,0.0007255026230783577,0.0006864090998234948,0.0008362676056338028,4.838897752618359e-05,0.0005697821174412058,11.77503941125627,test (out-of-time),isotonic
9,460550,758,0.0008652238211093903,0.0016458582130061883,0.0008362676056338028,0.0014108090255373815,0.0008362676056338028,0.0014373376084913484,4.332493085747217e-05,0.000780634391896798,18.018133588369327,test (out-of-time),isotonic
10,344515,803,0.0016077117777757986,0.002330812881877422,0.0014373376084913484,0.0020180999453299707,0.0014373376084913484,0.0020242914979757085,6.82575408623694e-05,0.0007231011041016235,10.593717484777882,test (out-of-time),isotonic
11,361382,1307,0.00338711784647791,0.0036166715553071264,0.0020242914979757085,0.009289363678588016,0.0020242914979757085,0.009289363678588016,9.664850560561232e-05,0.0002295537088292162,2.375139764353337,test (out-of-time),isotonic
0,168887,2,2.1677833242092165e-05,1.1842237709237537e-05,6.916437100096283e-07,3.4153062699812623e-05,6.916437100096283e-07,3.4153104798769235e-05,1.1329353231089748e-05,-9.835595532854628e-06,-0.8681515468918398,test 2004 (sequential),platt fitted on 2003
1,168886,6,4.400291246164213e-05,3.552692348684912e-05,3.415315625304953e-05,5.369828700574246e-05,3.4153104798769235e-05,5.369868598841282e-05,1.614114470844451e-05,-8.475988974793012e-06,-0.5251169683373607,test 2004 (sequential),platt fitted on 2003
2,168887,14,6.353225678608639e-05,8.289566396466276e-05,5.369873031982063e-05,7.351426596271758e-05,5.369868598841282e-05,7.351431345877719e-05,1.9394796823849156e-05,1.9363407178576376e-05,0.9983815429695978,test 2004 (sequential),platt fitted on 2003
3,168886,17,8.431109328537447e-05,0.0001006596165460725,7.351440166574503e-05,9.546167307388543e-05,7.351431345877719e-05,9.54618161787584e-05,2.2342266454951247e-05,1.6348523260698022e-05,0.731730744222462,test 2004 (sequential),platt fitted on 2003
4,168886,26,0.00010731428427961922,0.00015395000177634616,9.546185195497663e-05,0.00011958242289918432,9.54618161787584e-05,0.0001195825311429694,2.5206273114588585e-05,4.663571749672694e-05,1.8501631433064047,test 2004 (sequential),platt fitted on 2003
5,168886,21,0.00013297288361972635,0.0001243442322039719,0.0001195825311429694,0.000146837398014415,0.0001195825311429694,0.00014683767107869,2.8057943862247538e-05,-8.628651415754454e-06,-0.307529712730107,test 2004 (sequential),platt fitted on 2003
6,168888,40,0.00016175136499428349,0.00023684335180711478,0.00014683767107869,0.00017726862199519882,0.00014683767107869,0.00017726866842173976,3.094492639861233e-05,7.50919868128313e-05,2.4266332336857217,test 2004 (sequential),platt fitted on 2003
7,168886,45,0.00019447500515500706,0.0002664519261513684,0.0001772689315054715,0.00021265539185315977,0.00017726866842173976,0.00021265550699781953,3.3930701390862276e-05,7.197692099636133e-05,2.1212918697797716,test 2004 (sequential),platt fitted on 2003
8,168887,64,0.00023265508164105214,0.0003789516066956012,0.000212655583760926,0.00025380775092571467,0.00021265550699781953,0.00025380776330338994,3.711142532852636e-05,0.00014629652505454904,3.9420885551947698,test 2004 (sequential),platt fitted on 2003
9,168886,75,0.0002776166245110378,0.00044408654358561397,0.00025380799847921954,0.00030285665250362405,0.00025380776330338994,0.0003028567847730946,4.053830797839844e-05,0.0001664699190745762,4.106484147371979,test 2004 (sequential),platt fitted on 2003
10,168886,86,0.0003309128622016528,0.0005092192366448374,0.0003028569170425651,0.0003607598859221413,0.0003028567847730946,0.00036076020656730624,4.425762762902562e-05,0.0001783063744431846,4.028828113828799,test 2004 (sequential),platt fitted on 2003
11,168887,102,0.0003947693496053527,0.0006039541231711144,0.0003607602234433675,0.0004309796073572965,0.00036076020656730624,0.0004309797710845678,4.833790929693987e-05,0.00020918477356576175,4.327551121020549,test 2004 (sequential),platt fitted on 2003
12,168886,118,0.0004728861322442314,0.0006986961619080326,0.0004309800166754743,0.0005179724152237622,0.0004309797710845678,0.0005179738270860459,5.290281161656787e-05,0.0002258100296638012,4.26839373491981,test 2004 (sequential),platt fitted on 2003
13,168887,145,0.0005705636311065949,0.0008585622339197215,0.0005179740762382135,0.0006281042244967089,0.0005179738270860459,0.0006281046527156328,5.810720691924195e-05,0.0002879986028131266,4.956331892073049,test 2004 (sequential),platt fitted on 2003
14,168886,185,0.0006959961009540478,0.0010954134741778478,0.0006281056518931208,0.0007704587530622974,0.0006281046527156328,0.0007704595691894695,6.417345064795462e-05,0.00039941737322379996,6.224028304398658,test 2004 (sequential),platt fitted on 2003
15,168887,272,0.0008609776785962431,0.0016105443284563051,0.0007704598412318601,0.000959824850680597,0.0007704595691894695,0.0009598250374785911,7.136919464293744e-05,0.000749566649860062,10.50266369979611,test 2004 (sequential),platt fitted on 2003
16,168886,298,0.00108616177468642,0.001764503866513506,0.0009598257846705662,0.0012319760781066057,0.0009598250374785911,0.0012319764476075082,8.015201543315783e-05,0.000678342091827086,8.463194445719013,test 2004 (sequential),platt fitted on 2003
17,168887,378,0.0014265888790014828,0.0022381829270458945,0.0012319766465695324,0.001656045910108115,0.0012319764476075082,0.0016560462186951926,9.184199426019593e-05,0.0008115940480444117,8.836851318200898,test 2004 (sequential),platt fitted on 2003
18,168886,462,0.0020168685531177545,0.002735573108487382,0.0016560489959788886,0.002492280565425789,0.0016560462186951926,0.002492283141180947,0.00010917006596391808,0.0007187045553696276,6.583348182707588,test 2004 (sequential),platt fitted on 2003
19,168887,722,0.004023668054133343,0.004275047813034751,0.002492285248616983,0.025725360346788444,0.002492283141180947,0.025725360346788444,0.00015404140492288515,0.0002513797589014082,1.6318973397266257,test 2004 (sequential),platt fitted on 2003
0,168887,2,1.4306451126664082e-05,1.1842237709237537e-05,3.911645762855187e-07,2.2904581783222966e-05,3.911645762855187e-07,2.2904611250851305e-05,9.20374845410673e-06,-2.4642134174265454e-06,-0.2677401962596021,test 2004 (sequential),raw
1,168886,6,2.9850150934535317e-05,3.552692348684912e-05,2.2904647266841494e-05,3.673200626508333e-05,2.2904611250851305e-05,3.673229111882393e-05,1.3294437262215006e-05,5.676772552313799e-06,0.42700359859895143,test 2004 (sequential),raw
2,168887,14,4.378765300382247e-05,8.289566396466276e-05,3.6732322769239545e-05,5.098236579215154e-05,3.673229111882393e-05,5.098240017105128e-05,1.6101569640645066e-05,3.9108010960840294e-05,2.428832209135701,test 2004 (sequential),raw
3,168886,17,5.8829053445829104e-05,0.0001006596165460725,5.098246401757933e-05,6.69635774102062e-05,5.098240017105128e-05,6.696368218399585e-05,1.8663209472797385e-05,4.183056310024339e-05,2.2413381343232337,test 2004 (sequential),raw
4,168886,26,7.567136975320592e-05,0.00015395000177634616,6.696370837744325e-05,8.471412729704753e-05,6.696368218399585e-05,8.471420733258128e-05,2.1166670068191376e-05,7.827863202314024e-05,3.698202493399043,test 2004 (sequential),raw
5,168886,21,9.464606097650866e-05,0.0001243442322039719,8.471420733258128e-05,0.00010496041795704514,8.471420733258128e-05,0.00010496062168385834,2.3671942325737753e-05,2.9698171227463238e-05,1.254572642109446,test 2004 (sequential),raw
6,168888,40,0.00011611921766535551,0.00023684335180711478,0.00010496062168385834,0.00012776126095559448,0.00010496062168385834,0.00012776129588019106,2.621968306580151e-05,0.00012072413414175927,4.604332319303298,test 2004 (sequential),raw
7,168886,45,0.00014074041035661654,0.0002664519261513684,0.00012776149378623813,0.00015449075726792216,0.00012776129588019106,0.00015449084457941353,2.886569497347503e-05,0.00012571151579475186,4.355048991900919,test 2004 (sequential),raw
8,168887,64,0.00016969649652691756,0.0003789516066956012,0.00015449090278707445,0.0001858204632299021,0.00015449084457941353,0.000185820472688647,3.1695782294734546e-05,0.00020925511016868363,6.601985974753684,test 2004 (sequential),raw
9,168886,75,0.00020406312164997453,0.00044408654358561397,0.00018582065240480006,0.00022345237084664404,0.000185820472688647,0.00022345247271005064,3.475690700136567e-05,0.00024002342193563944,6.905776222441439,test 2004 (sequential),raw
10,168886,86,0.0002451159125134735,0.0005092192366448374,0.00022345257457345724,0.0002682213671505451,0.00022345247271005064,0.00026822161598829555,3.8092168371351604e-05,0.0002641033241313639,6.933270943168229,test 2004 (sequential),raw
11,168887,102,0.00029468533408719827,0.0006039541231711144,0.00026822162908501923,0.00032293517142534256,0.00026822161598829555,0.0003229352994821967,4.176544865270286e-05,0.0003092687890839162,7.404895650843243,test 2004 (sequential),raw
12,168886,118,0.0003558025073193746,0.0006986961619080326,0.0003229354915674776,0.0003912592073902488,0.0003229352994821967,0.00039126032061176385,4.589130438331906e-05,0.000342893654588658,7.471865513443452,test 2004 (sequential),raw
13,168887,145,0.0004328465105584044,0.0008585622339197215,0.00039126051706261933,0.00047847648966126144,0.00039126032061176385,0.0004784768301760781,5.061448683012593e-05,0.0004257157233613171,8.410946154410668,test 2004 (sequential),raw
14,168886,185,0.0005326297927333519,0.0010954134741778478,0.00047847762471064925,0.0005922028794884682,0.0004784768301760781,0.0005922035343246534,5.614359432235236e-05,0.0005627836814444959,10.024005200187828,test 2004 (sequential),raw
15,168887,272,0.0006650756552534674,0.0016105443284563051,0.0005922037526033819,0.0007449096883647144,0.0005922035343246534,0.0007449098397046328,6.273255087638378e-05,0.0009454686732028377,15.071420817334685,test 2004 (sequential),raw
16,168886,298,0.000847652459066294,0.001764503866513506,0.0007449104450643063,0.0009666709811426699,0.0007449098397046328,0.0009666712838225068,7.081543786518066e-05,0.000916851407447212,12.947055544480648,test 2004 (sequential),raw
17,168887,378,0.0011268092850084137,0.0022381829270458945,0.0009666714468039572,0.0013164473930373788,0.0009666712838225068,0.0013164476491510872,8.163610514569233e-05,0.0011113736420374808,13.613751416166433,test 2004 (sequential),raw
18,168886,462,0.0016177927833483984,0.002735573108487382,0.001316449954174459,0.002017256338149309,0.0013164476491510872,0.0020172585151158285,9.779418648971887e-05,0.0011177803251389837,11.429926105643267,test 2004 (sequential),raw
19,168887,722,0.003339072231195895,0.004275047813034751,0.0020172602962702513,0.023132534697651863,0.0020172585151158285,0.023132534697651863,0.00014037459386436303,0.0009359755818388561,6.667699304214854,test 2004 (sequential),raw
