origination_vintage,loans,expected_npv,realised_npv,default_rate,gap
2007,42051,732.520509589031,-3273.503110422804,0.0885829112268436,4006.023620011835
2008,45803,5837.922414354736,2854.1707101551683,0.055869702857891404,2983.751704199568
