vintage,loan_age,at_risk,observed,predicted,residual,z
2000,58,3529,0.0014168319637291016,0.00281596718078628,-0.0013991352170571784,-1.5684983456404387
2000,59,3442,0.0026147588611272515,0.0028556285392223987,-0.0002408696780951472,-0.2648242111675887
2000,60,3345,0.0029895366218236174,0.002906579538870797,8.295708295282065e-05,0.08912355514985673
2000,61,3260,0.001226993865030675,0.0029382124882258555,-0.0017112186231951806,-1.8051432087565331
2000,62,3172,0.0025220680958385876,0.0029827557796600858,-0.0004606876838214981,-0.4757874784312872
2000,63,3102,0.0029013539651837525,0.0030116483160457807,-0.00011029435086202816,-0.11210551952119281
2000,64,3025,0.0023140495867768596,0.0030640211187494045,-0.0007499715319725449,-0.7463249419618379
2000,65,2960,0.0016891891891891893,0.0031149442060268485,-0.0014257550168376592,-1.3920123395303508
2000,66,2890,0.001384083044982699,0.003146706239788013,-0.0017626231948053143,-1.691860992445165
2000,67,2821,0.0021269053527118043,0.0032103861899449144,-0.00108348083723311,-1.0172844040573938
2000,68,2759,0.0025371511417180137,0.0032539394632492176,-0.0007167883215312039,-0.6611039814230105
2000,69,2710,0.0025830258302583027,0.0033054546324333338,-0.000722428802175031,-0.6552138312745653
2000,70,2668,0.0018740629685157421,0.003333619223102969,-0.001459556254587227,-1.3079190053484455
2000,71,2610,0.0015325670498084292,0.0033398740824146494,-0.0018073070326062202,-1.6003449495799962
2000,72,2555,0.0011741682974559687,0.003378196425479142,-0.002204028128023173,-1.920016424500729
2000,73,2520,0.0015873015873015873,0.00341158634203725,-0.0018242847547356627,-1.5705681961569085
2000,74,2457,0.004477004477004477,0.0034097762641783942,0.001067228212826083,0.9074832607870437
2000,75,2415,0.0008281573498964803,0.0033994536937577056,-0.0025712963438612253,-2.1709287720106745
2000,76,2378,0.0008410428931875525,0.003428000622982318,-0.0025869577297947654,-2.1583430402949526
2000,77,2343,0.0012804097311139564,0.0034434571566633043,-0.002163047425549348,-1.7873264053845415
2000,78,2306,0.0008673026886383347,0.0034722286185465707,-0.002604925929908236,-2.1265528039919976
2000,79,2270,0.003964757709251102,0.003487667889286631,0.00047708981996447044,0.3855708369532507
2000,80,2229,0.001794526693584567,0.003465455340947958,-0.0016709286473633909,-1.3424144145183878
2000,81,2194,0.0018231540565177757,0.0034670441919041426,-0.001643890135386367,-1.3099827580493162
2000,82,2165,0.0023094688221709007,0.0034539585756819522,-0.0011444897535110516,-0.9076817691331583
2000,83,2132,0.0028142589118198874,0.0034512025493545623,-0.0006369436375346748,-0.501487479944943
2000,84,2102,0.0014272121788772598,0.003408115643475731,-0.001980903464598471,-1.5583457932295346
2000,85,2065,0.0014527845036319612,0.0033972829134870414,-0.0019444984098550802,-1.5185906775346953
2000,86,2035,0.0009828009828009828,0.003394782304461243,-0.00241198132166026,-1.8706330535871396
2000,87,2010,0.001990049751243781,0.003401621672686752,-0.0014115719214429709,-1.0869209172749146
2000,88,1977,0.0010116337885685382,0.003401442213961469,-0.0023898084253929307,-1.8250499145352095
2000,89,1951,0.0020502306509482316,0.003395330701406568,-0.0013451000504583364,-1.0213644196154448
2000,90,1915,0.0020887728459530026,0.0033590554002228355,-0.001270282554269833,-0.9607420001747563
2000,91,1894,0.0010559662090813093,0.0033541581485128937,-0.0022981919394315844,-1.7298724692591065
2000,92,1870,0.0016042780748663102,0.003369316730114761,-0.0017650386552484508,-1.3171552835699583
2000,93,1847,0.0010828370330265296,0.0033871929636287504,-0.002304355930602221,-1.7045109972993737
2000,94,1827,0.0016420361247947454,0.0033739171677166007,-0.0017318810429218553,-1.2765975294361105
2000,95,1800,0.0022222222222222222,0.0033744805872104027,-0.0011522583649881805,-0.8429788013615462
2000,96,1777,0.0039392234102419805,0.003392781809418792,0.0005464416008231885,0.3961388980885355
2000,97,1746,0.0028636884306987398,0.0033708417739520694,-0.0005071533432533296,-0.3656162031048599
2000,98,1729,0.001156737998843262,0.003370054852651603,-0.0022133168538083408,-1.5880187899578218
2000,99,1704,0.00528169014084507,0.0033896419792650073,0.001892048161580063,1.343777512786119
2000,100,1677,0.0005963029218843172,0.0033904209763865995,-0.0027941180545022824,-1.968438910145388
2000,101,1658,0.0030156815440289505,0.003415733996584549,-0.0004000524525555986,-0.2791966262553662
2000,102,1636,0.003667481662591687,0.0034193049956554177,0.00024817666693626936,0.17196000213115012
2000,103,1618,0.0030902348578491965,0.003426525232514273,-0.0003362903746650767,-0.2314845801795943
2000,104,1599,0.0012507817385866166,0.0034127789307134143,-0.0021619971921267977,-1.4824075628269948
2000,105,1581,0.0031625553447185324,0.0034151876325308216,-0.0002526322878122892,-0.1721830407781955
2000,106,1563,0.003198976327575176,0.0033829252020794714,-0.00018394887450429555,-0.1252466920793686
2000,107,1539,0.007147498375568551,0.0033911580410112933,0.0037563403345572573,2.534824292608842
2000,108,1515,0.0026402640264026403,0.0033690096123446403,-0.000728745585942,-0.4895126674863112
2000,109,1492,0.0013404825737265416,0.003345658091945403,-0.0020051755182188616,-1.3412932696385986
2000,110,1471,0.002719238613188307,0.0033363206684167966,-0.0006170820552284895,-0.41043184015260065
2000,111,1455,0.0006872852233676976,0.0033042455780363075,-0.00261696035466861,-1.7394469062509745
2000,112,1438,0.002086230876216968,0.003274526420787368,-0.0011882955445703999,-0.7887545607471115
2000,113,1419,0.0035236081747709656,0.0032277363788163326,0.000295871795954633,0.1964933082795032
2000,114,1396,0.0014326647564469914,0.003149236269645212,-0.0017165715131982208,-1.1446874330820749
2000,115,1372,0.0007288629737609329,0.003071784491822965,-0.002342921518062032,-1.568221779779167
2000,116,1357,0.0029476787030213707,0.002989560369864443,-4.1881666843072204e-05,-0.028259232646874726
2000,117,1340,0.002238805970149254,0.002893976898482847,-0.0006551709283335932,-0.4464664383058374
2000,118,1324,0.0015105740181268882,0.002812582853503567,-0.0013020088353766788,-0.8945752255107812
2000,119,1301,0.0030745580322828594,0.0027194152607542556,0.0003551427715286037,0.24597738522772203
2000,120,1271,0.003147128245476003,0.0026137354179036516,0.0005333928275723515,0.37244096549176975
2001,0,39085,0.0,8.041343243748418e-05,-8.041343243748418e-05,-1.7729105344787794
2001,1,46646,0.0,0.00010556397406669999,-0.00010556397406669999,-2.219156822011278
2001,2,47995,0.0,0.00013694542168332774,-0.00013694542168332774,-2.5639024430604933
2001,3,48418,0.00045437647156016357,0.00017406800220964264,0.00028030846935052096,4.675391383964125
2001,4,48416,0.00030981493721083937,0.00021632241985256468,9.349251735827469e-05,1.3988383153820592
2001,5,48315,0.00039325261306012623,0.00026282217584560247,0.00013043043721452376,1.7686667745768758
2001,6,48043,0.000374664363174656,0.00031342006643619375,6.124429673846226e-05,0.7583773979991323
2001,7,47664,0.00039862369922792883,0.0003673552058581162,3.1268493369812655e-05,0.3562368847359937
2001,8,47164,0.0004664574675600034,0.00042330430490759526,4.315316265240813e-05,0.45559981788940973
2001,9,46528,0.00042984869325997247,0.0004794696373201239,-4.9620944060151453e-05,-0.48892900322265787
2001,10,45824,0.0006983240223463687,0.0005348213506153047,0.00016350267173106405,1.513851061391533
2001,11,45048,0.0005105665068371515,0.0005870515695258837,-7.648506268873219e-05,-0.6701989937685723
2001,12,44221,0.0005427285678749915,0.0006370367782817492,-9.430821040675764e-05,-0.7859952203949168
2001,13,43166,0.0007181578093870176,0.000683184757575829,3.497305181118858e-05,0.27808896306110786
2001,14,41920,0.00035782442748091603,0.0007242281782107937,-0.0003664037507298777,-2.788625277289962
2001,15,40546,0.0007892270507571647,0.0007624710584399019,2.6755992317262808e-05,0.19518616018322454
2001,16,38928,0.0007449650637073572,0.0007961690312890842,-5.120396758172697e-05,-0.3581830037224219
2001,17,37167,0.0007533564721392633,0.0008260294736131637,-7.267300147390042e-05,-0.4876784034363043
2001,18,35132,0.0009677786633268815,0.0008506583778942955,0.00011712028543258595,0.7529926968940729
2001,19,32899,0.0009726739414571871,0.0008733618139322359,9.931212752495127e-05,0.6097983791671333
2001,20,30554,0.0007527655953393991,0.0008949052706326106,-0.00014213967529321154,-0.8309123928323128
2001,21,28471,0.0011239506866636225,0.0009127124857560342,0.0002112382009075883,1.1803345191213082
2001,22,26510,0.0012070916635231988,0.0009278855386051937,0.00027920612491800514,1.493083799516925
2001,23,24779,0.0012510593647846967,0.0009392973098988339,0.0003117620548858628,1.6020190111768884
2001,24,23214,0.0011200137847850436,0.0009499454634600521,0.00017006832132499146,0.8411151482628372
2001,25,21671,0.0013843385169120023,0.000960225483535471,0.0004241130333765313,2.0157798131872924
2001,26,20283,0.0013804664004338609,0.0009683783254967023,0.0004120880749371586,1.8868787553961655
2001,27,19042,0.0009452788572628925,0.000980079431893144,-3.4800574630251564e-05,-0.15347052680037773
2001,28,17877,0.0012865693348995916,0.000990629055029613,0.0002959402798699785,1.2577985461919872
2001,29,16819,0.0008918485046673405,0.0010053743067743833,-0.00011352580210704285,-0.4645678989297747
2001,30,15941,0.0010664324697321373,0.0010117934970628423,5.4638972669295016e-05,0.21698723383991142
2001,31,15321,0.0007832386919913843,0.0010199169230393705,-0.00023667823104798612,-0.9177852149755062
2001,32,14798,0.002094877686173807,0.0010270290542356063,0.001067848631938201,4.055486623994137
2001,33,14270,0.0011913104414856342,0.0010275832448325595,0.0001637271966530747,0.6104464280629105
2001,34,13838,0.0014452955629426219,0.0010364871413130502,0.0004088084216295716,1.4945130951763976
2001,35,13386,0.0016435081428357986,0.001043577547185274,0.0005999305956505246,2.1497640018948547
2001,36,12980,0.0006933744221879815,0.001054407703398217,-0.0003610332812102356,-1.2673873909465276
2001,37,12573,0.0014316392269148174,0.0010616279402444373,0.0003700112866703801,1.2740278205808462
2001,38,12176,0.0010676741130091984,0.0010720623782302706,-4.388265221072236e-06,-0.01479680941449563
2001,39,11857,0.001433752213882095,0.001078930511812505,0.0003548217020695899,1.1768883412499087
2001,40,11551,0.0012985888667647822,0.001085806195086507,0.00021278267167827518,0.6943937444694959
2001,41,11252,0.0019552079630287948,0.0010956918088627404,0.0008595161541660543,2.7558955566949774
2001,42,10994,0.0006367109332363107,0.0011090899880502934,-0.00047237905481398276,-1.4880793026052794
2001,43,10753,0.0011159676369385289,0.001117467189358516,-1.4995524199872164e-06,-0.004654273233101435
2001,44,10487,0.0012396300181176695,0.0011304925471216473,0.00010913747099602217,0.3325916105980828
2001,45,10245,0.0017569546120058566,0.0011485017222365634,0.0006084528897692932,1.8183046583358555
2001,46,10024,0.0005985634477254589,0.001162253076718889,-0.0005636896289934302,-1.656390565270522
2001,47,9830,0.0011190233977619532,0.0011805087109813507,-6.148531321939748e-05,-0.1775293023004276
2001,48,9608,0.0010407993338884263,0.001191814577942712,-0.00015101524405428568,-0.42903418034756646
2001,49,9373,0.0009602048436999893,0.0012012706467069143,-0.000241065803006925,-0.6737759300092114
2001,50,9205,0.0013036393264530147,0.0012196891647949777,8.395016165803695e-05,0.23076708496087522
2001,51,9021,0.0014410819199645272,0.0012337705819290307,0.00020731133803549647,0.5609204399902976
2001,52,8829,0.001472420432665081,0.0012455867711019925,0.00022683366156308845,0.6042920940632506
2001,53,8664,0.0009233610341643582,0.0012659095467483159,-0.0003425485125839576,-0.8967162360985087
2001,54,8534,0.001288961799859386,0.0012914826354048117,-2.520835545425813e-06,-0.006484211481025939
2001,55,8395,0.0005955926146515784,0.0013083820759043142,-0.0007127894612527358,-1.8067107340710105
2001,56,8279,0.0013286628819905786,0.0013316905340825962,-3.0276520920176006e-06,-0.0075540980828273435
2001,57,8163,0.0008575278696557638,0.001355783542959923,-0.0004982556733041592,-1.2234228175946589
2001,58,8066,0.0004959087527894868,0.0013736595368210997,-0.0008777507840316129,-2.1284295191257434
2001,59,7970,0.0008782936010037642,0.0013976154211526924,-0.0005193218201489283,-1.2410108825624204
2001,60,7857,0.0006363752068219422,0.0014226951582991508,-0.0007863199514772086,-1.849187288387043
2001,61,7757,0.00051566327188346,0.0014507175710293345,-0.0009350542991458745,-2.1637522848407267
2001,62,7648,0.0005230125523012552,0.001478696397416846,-0.0009556838451155908,-2.1750538288657393
2001,63,7538,0.00013266118333775536,0.001503107897957062,-0.0013704467146193066,-3.071296773589662
2001,64,7448,0.0010741138560687433,0.0015359775463222927,-0.0004618636902535495,-1.0178294470640374
2001,65,7338,0.0008176614881439084,0.0015533495198099842,-0.0007356880316660758,-1.6002414618220981
2001,66,7257,0.00027559597629874606,0.0015748987333781541,-0.001299302757079408,-2.7912893540460186
2001,67,7177,0.0008360039013515396,0.0015928048362532183,-0.0007568009349016787,-1.6077480780772921
2001,68,7092,0.0002820078962210942,0.001615725986856232,-0.0013337180906351379,-2.7965055437884434
2001,69,7010,0.0009985734664764623,0.0016274964151330711,-0.0006289229486566089,-1.3063216507591102
2001,70,6929,0.0008659258190215039,0.0016416554909672383,-0.0007757296719457345,-1.5950027876515258
2001,71,6852,0.0002918855808523059,0.0016534444197443471,-0.0013615588388920412,-2.774020260287228
2001,72,6746,0.0010376519418914913,0.001667342161592469,-0.0006296902197009777,-1.2676521903887303
2001,73,6671,0.000899415380002998,0.0016756983496575588,-0.0007762829696545607,-1.550178775612911
2001,74,6591,0.0007586102260658474,0.0016822482257638728,-0.0009236379996980254,-1.829776356654517
2001,75,6511,0.0009215174320380894,0.0016890578244093634,-0.000767540392371274,-1.5082381192041217
2001,76,6429,0.00031109037175299425,0.0016960976931912728,-0.0013850073214382785,-2.698776786653783
2001,77,6360,0.0006289308176100629,0.0017047173758153963,-0.0010757865582053335,-2.07969174514919
2001,78,6276,0.0011153601019757808,0.0017141129128515555,-0.0005987528108757747,-1.1466789858985669
2001,79,6203,0.0006448492664839593,0.0017125678926236125,-0.0010677186261396532,-2.03378953802795
2001,80,6130,0.0011419249592169657,0.001714874750833034,-0.0005729497916160682,-1.0841847644398868
2001,81,6067,0.0011537827591890555,0.0017147978704165072,-0.0005610151112274517,-1.056155274661238
2001,82,6003,0.0006663334999167084,0.0017123995521868159,-0.0010460660522701075,-1.9602564373628588
2001,83,5937,0.0008421761832575374,0.0017082321017958262,-0.0008660559185382887,-1.6159476003378972
2001,84,5862,0.0010235414534288639,0.0017065641725373714,-0.0006830227191085075,-1.2669738086387035
2001,85,5791,0.001554135727853566,0.001706066194041928,-0.000151930466188362,-0.2801524972884306
2001,86,5716,0.0017494751574527643,0.0017072554658885124,4.221969156425185e-05,0.07731841686406377
2001,87,5639,0.001064018442986345,0.0017081552882309515,-0.0006441368452446065,-1.1713501909374011
2001,88,5569,0.0010773927096426647,0.0017005035353995523,-0.0006231108257568876,-1.1285861334998484
2001,89,5490,0.0020036429872495446,0.0016981525386704239,0.00030549044857912074,0.5497490931881086
2001,90,5390,0.0016697588126159556,0.001699507299561848,-2.9748486945892477e-05,-0.05302334287070426
2001,91,5295,0.0009442870632672333,0.001695166788389211,-0.0007508797251219777,-1.3282063606133385
2001,92,5200,0.001153846153846154,0.0017040961134895181,-0.0005502499596433642,-0.9620219995921496
2001,93,5101,0.002352479905900804,0.0017046512891862001,0.0006478286167146037,1.1216064306442166
2001,94,5013,0.001994813484939158,0.0017037514228465849,0.0002910620620925732,0.4996911052543905
2001,95,4912,0.002239413680781759,0.0017096713201654606,0.0005297423606162985,0.8986884010048397
2001,96,4803,0.0027066416822819073,0.0017171486598744998,0.0009894930224074075,1.6562972330217642
2001,97,4729,0.002114611968703743,0.001720020213893305,0.0003945917548104378,0.6548467961097445
2001,98,4638,0.0017248814144027599,0.0017282202106202516,-3.3387962174917605e-06,-0.005474334718337712
2001,99,4566,0.0032851511169513796,0.0017411801925589238,0.0015439709243924558,2.5024397740062425
2001,100,4489,0.0022276676319893073,0.0017384790737662852,0.000489188558223022,0.7867634826598945
2001,101,4418,0.002037120869171571,0.001748640155179212,0.00028848071399235897,0.45894375137491256
2001,102,4351,0.001378993334865548,0.001744708110968775,-0.0003657147761032269,-0.5780359489372113
2001,103,4301,0.0009300162752848175,0.0017450600115148354,-0.0008150437362300179,-1.280677318682283
2001,104,4246,0.001413094677343382,0.0017420770904405555,-0.00032898241309717345,-0.5140526580435887
2001,105,4173,0.0014378145219266715,0.0017369151368169392,-0.00029910061489026767,-0.46401251319642783
2001,106,4109,0.0021903139449987834,0.0017401035816470628,0.0004502103633517206,0.6924273215266934
2001,107,4046,0.001977261492832427,0.0017398713674133314,0.00023739012541909555,0.3623223761856353
2001,108,3968,0.0015120967741935483,0.0017354599506912535,-0.0002233631764977052,-0.3380393739412028
2001,109,3914,0.001021972406745018,0.001728624623129789,-0.0007066522163847711,-1.0642446594708088
2001,110,3864,0.002070393374741201,0.0017108011730852767,0.0003595922016559243,0.5408799314123912
2001,111,3791,0.0013189132155104195,0.0016926131757090774,-0.0003736999601986579,-0.5597433502894427
2001,112,3735,0.000535475234270415,0.0016661698680055345,-0.0011306946337351195,-1.6943108888948373
2001,113,3681,0.0021733224667209996,0.0016456516561993192,0.0005276708105216804,0.7898318940557074
2001,114,3628,0.0013781697905181918,0.0016060418001023534,-0.00022787200958416165,-0.342764019671239
2001,115,3573,0.000279876854184159,0.0015634024529963938,-0.0012835255988122348,-1.9418934751534072
2001,116,3525,0.000851063829787234,0.0015225991327816114,-0.0006715353029943773,-1.0225545852686992
2001,117,3458,0.001735106998264893,0.0014790513836505548,0.0002560556146143382,0.3918109564803141
2001,118,3403,0.0002938583602703497,0.0014285763190540134,-0.0011347179587836637,-1.7525790371501182
2001,119,3341,0.000598623166716552,0.0013795927547381422,-0.0007809695880215903,-1.216176729143916
2001,120,3260,0.0027607361963190185,0.001319632624937224,0.0014411035713817945,2.2665443234867237
2002,0,41572,0.0,6.742814453698162e-05,-6.742814453698162e-05,-1.6743093641283227
2002,1,47016,0.0,8.702795062934513e-05,-8.702795062934513e-05,-2.022884636003943
2002,2,48208,0.0,0.0001127342498143109,-0.0001127342498143109,-2.331374157043837
2002,3,48391,0.0003719699944204501,0.00014325646634362103,0.00022871352807682908,4.203859032941267
2002,4,48069,0.00035365828288501947,0.00017812694155540945,0.00017553134132961,2.8837731431346865
2002,5,47479,0.00046336274984730094,0.00021762627688040048,0.00024573647296690043,3.630044911181805
2002,6,46585,0.0005795857035526457,0.00026117641177334443,0.00031840929177930126,4.253030805144228
2002,7,45373,0.00048486985652260157,0.0003070236063454438,0.00017784625017715775,2.1623413608188238
2002,8,43923,0.0006147121098285637,0.00035613378728184384,0.00025857832254671983,2.872161587259983
2002,9,42209,0.000379066075955365,0.0004072370727804492,-2.8170996825084224e-05,-0.2868597008157714
2002,10,40472,0.00029650128483890096,0.0004599407727942084,-0.00016343948795530743,-1.533498193698092
2002,11,38716,0.0005940696352929022,0.0005092277933524522,8.484184194044997e-05,0.7399627967748762
2002,12,37037,0.000621000621000621,0.0005535391255978912,6.74614954027298e-05,0.5519756705279599
2002,13,35424,0.0006210478771454381,0.0005909794827777231,3.0068394367714982e-05,0.23286338324287423
2002,14,33958,0.0005006184109782672,0.0006252213493114615,-0.00012460293833319426,-0.918582661334323
2002,15,32606,0.0005213764337851929,0.0006546021501779974,-0.0001332257163928045,-0.9405682276133662
2002,16,31316,0.0006067186102950568,0.0006811824561591451,-7.446384586408828e-05,-0.5050621754533235
2002,17,30045,0.0006989515726410385,0.0007025716907238842,-3.620118082845662e-06,-0.023681877640861812
2002,18,28844,0.000554708084870337,0.0007180466669281718,-0.00016333858205783483,-1.0356098372869464
2002,19,27927,0.0007519604683639488,0.0007296845171037391,2.2275951260209695e-05,0.13786033919220236
2002,20,27152,0.0007365939893930466,0.0007354794911005268,1.114498292519744e-06,0.006774149900053058
2002,21,26467,0.0007934408886537953,0.0007387191383423737,5.472175031142159e-05,0.3276673234345001
2002,22,25821,0.0010069323418922583,0.0007379234992965866,0.00026900884259567167,1.59187041567732
2002,23,25214,0.0003966050606805743,0.0007376176215067384,-0.0003410125608261641,-1.9945082605922166
2002,24,24598,0.0008130742336775348,0.0007359669194225187,7.710731425501609e-05,0.4459397643504279
2002,25,23987,0.001000541960228457,0.0007335330922326757,0.00026700886799578137,1.5274364165583993
2002,26,23449,0.0005970403855175061,0.000730655187079333,-0.0001336148015618269,-0.7572150134005894
2002,27,22944,0.000653765690376569,0.0007331076720506273,-7.934198167405826e-05,-0.4440306803921818
2002,28,22482,0.0007116804554754915,0.0007351858790872695,-2.350542361177798e-05,-0.13003093278807482
2002,29,22036,0.0010891268832819024,0.000736588724733982,0.00035253815854792046,1.9289456332416066
2002,30,21600,0.0006481481481481481,0.0007359334620622138,-8.77853139140657e-05,-0.47576154045337066
2002,31,21184,0.00037764350453172205,0.0007369051193839765,-0.00035926161485225444,-1.926943987046758
2002,32,20778,0.0010106843777071904,0.000742604645144082,0.0002680797325631083,1.4185620467831064
2002,33,20383,0.0005887258990335084,0.0007459212723561324,-0.00015719537332262406,-0.8220331858478348
2002,34,20017,0.0007993205775091172,0.0007494643694140374,4.985620809507983e-05,0.2577543769037037
2002,35,19620,0.0006625891946992864,0.0007526109599897215,-9.00217652904351e-05,-0.45980664811058725
2002,36,19267,0.0011418487569419215,0.000757346524165684,0.0003845022327762374,1.9400955274733356
2002,37,18932,0.0005282062117050497,0.0007592869850230139,-0.00023108077331796418,-1.1543141568545137
2002,38,18648,0.000429000429000429,0.0007644181540359691,-0.0003354177250355401,-1.6573059814885722
2002,39,18356,0.0005992590978426672,0.0007697559090608313,-0.00017049681121816406,-0.8329059879956179
2002,40,18090,0.0003869541182974019,0.0007771944503952641,-0.0003902403320978622,-1.8834557521449897
2002,41,17841,0.0005044560282495376,0.0007842102515326295,-0.0002797542232830919,-1.3348742219992695
2002,42,17588,0.00045485558335228563,0.000790413699108713,-0.00033555811575642735,-1.5835086870373956
2002,43,17384,0.0006902899217671422,0.0007983720555728295,-0.00010808213380568735,-0.504544570005452
2002,44,17161,0.0010488899248295553,0.0008073021952358095,0.0002415877295937458,1.1143034511247516
2002,45,16961,0.0006485466658805495,0.0008172543409410101,-0.00016870767506046058,-0.7688816330093449
2002,46,16780,0.0002979737783075089,0.0008276306324848332,-0.0005296568541773242,-2.3858991853036287
2002,47,16624,0.0006616939364773821,0.0008399845272827426,-0.00017829059080536058,-0.7934928596030087
2002,48,16474,0.0007284205414592692,0.0008506754921072534,-0.0001222549506479843,-0.5382311457888415
2002,49,16306,0.0004906169508156506,0.0008626540898788161,-0.00037203713906316547,-1.6181883716138117
