bin,rows,events,mean_predicted,observed_rate,min_predicted,max_predicted,bin_low,bin_high,standard_error,residual,z,population,variant
9,354122,583,0.0004015633468201899,0.0016463252777291443,0.0003642709634732455,0.0004411012923810631,0.0003642709285486489,0.00044110172893851995,3.366769332114934e-05,0.0012447619309089544,36.97199921109597,test (out-of-time),raw
10,354126,694,0.0004858496082889435,0.0019597544376860213,0.00044110172893851995,0.0005336094181984663,0.00044110172893851995,0.0005336097092367709,3.703108994776183e-05,0.0014739048293970778,39.80182142832555,test (out-of-time),raw
11,354124,822,0.0005882432700184499,0.0023212208153076323,0.0005336097092367709,0.0006464595207944512,0.0005336097092367709,0.0006464601610787213,4.074487877686128e-05,0.0017329775452891824,42.53240155112028,test (out-of-time),raw
12,354125,1029,0.0007134249582171684,0.0029057536180727146,0.0006464601610787213,0.000785509473644197,0.0006464601610787213,0.0007855095958802848,4.4868430889590126e-05,0.0021923286598555464,48.86127320231709,test (out-of-time),raw
13,354124,1216,0.0008700922189305539,0.0034338254396764976,0.0007855098810978234,0.0009613960282877088,0.0007855095958802848,0.0009613973554223788,4.954683774504367e-05,0.0025637332207459436,51.743629612414615,test (out-of-time),raw
14,354124,1430,0.0010698088994297277,0.004038133535145881,0.0009613993461243808,0.0011877119541168213,0.0009613973554223788,0.001187712827231735,5.493422376512986e-05,0.002968324635716153,54.034159987536434,test (out-of-time),raw
15,354124,1700,0.0013295941058165633,0.004800578328495103,0.0011877137003466487,0.0014862868702039123,0.001187712827231735,0.0014862873591482643,6.123404516982838e-05,0.00347098422267854,56.68389558540524,test (out-of-time),raw
16,354124,1974,0.0016833793081164833,0.005574318600264314,0.001486287685111165,0.0019062762148678303,0.0014862873591482643,0.0019062794744968423,6.888861645070734e-05,0.0038909392921478306,56.481600191984676,test (out-of-time),raw
17,354124,2239,0.002202684123722108,0.006322644045588551,0.0019062808714807034,0.002553891623392701,0.0019062794744968423,0.00255389348603785,7.878065655253215e-05,0.004119959921866443,52.29659287136291,test (out-of-time),raw
18,354124,2689,0.003093183481675841,0.007593385367837255,0.0025538939516991377,0.0038075875490903854,0.00255389348603785,0.003807594045065346,9.331521120382194e-05,0.004500201886161414,48.2258125776722,test (out-of-time),raw
19,354125,2986,0.006088831209583866,0.008432050829509354,0.0038075947668403387,0.04173536226153374,0.003807594045065346,0.04173536226153374,0.00013072614643885684,0.0023432196199254874,17.924643873912835,test (out-of-time),raw
0,354125,7,2.0916733487787734e-05,1.9767031415460642e-05,5.165888899266789e-07,3.561856762967214e-05,5.165888899266789e-07,3.5618570944903765e-05,7.685357875235838e-06,-1.149702072327092e-06,-0.14959642621610664,test (out-of-time),platt
1,354121,15,4.955547925425316e-05,4.235840291877635e-05,3.5618600781988404e-05,6.351381934178085e-05,3.5618570944903765e-05,6.351387788994553e-05,1.1829305236364873e-05,-7.197076335476811e-06,-0.6084107385573273,test (out-of-time),platt
2,354127,49,7.790307315244633e-05,0.00013836843844157606,6.351387788994553e-05,9.266870688972988e-05,6.351387788994553e-05,9.266873093653802e-05,1.4831355945027223e-05,6.0465365289129726e-05,4.076860235385494,test (out-of-time),platt
3,354123,76,0.00010829095381824995,0.00021461469602369798,9.2668787045757e-05,0.00012443252285796708,9.266873093653802e-05,0.0001244326390555041,1.7486202592539358e-05,0.00010632374220544803,6.080436369347109,test (out-of-time),platt
4,354125,127,0.00014166833400760625,0.00035863042710907166,0.0001244326390555041,0.00015959604571476072,0.0001244326390555041,0.0001595961181314363,1.99998774504361e-05,0.0002169620931014654,10.848171127005307,test (out-of-time),platt
5,354124,198,0.00017911318539255288,0.0005591261817894297,0.00015959619054811187,0.00019958311770137393,0.0001595961181314363,0.00019958322171462445,2.2487811943757695e-05,0.00038001299639687684,16.898620343646336,test (out-of-time),platt
6,354124,283,0.00022207791211419854,0.0007991550982141849,0.00019958329105679144,0.0002458212298577735,0.00019958322171462445,0.0002458215526830725,2.5039564626160963e-05,0.0005770771860999864,23.046614216968646,test (out-of-time),platt
7,354122,393,0.00027203105255037085,0.0011097870225515501,0.00024582169103677193,0.0002997053957343514,0.0002458215526830725,0.0002997056833176668,2.7712372496128362e-05,0.0008377559700011793,30.23039511027865,test (out-of-time),platt
8,354126,468,0.0003305681838362747,0.0013215635112925907,0.0002997056833176668,0.0003632685253559718,0.0002997056833176668,0.00036326883526260824,3.054779201776526e-05,0.0009909953274563161,32.44081689701163,test (out-of-time),platt
9,354122,583,0.0004000100282602609,0.0016463252777291443,0.00036326886969667896,0.0004389354926311462,0.00036326883526260824,0.0004389359221256615,3.360254001920108e-05,0.0012463152494688835,37.08991191608482,test (out-of-time),platt
10,354126,694,0.00048292723080423946,0.0019597544376860213,0.0004389359221256615,0.0005298458817844547,0.0004389359221256615,0.0005298461674979577,3.691960523995944e-05,0.0014768272068817819,40.00116461926191,test (out-of-time),platt
11,354124,822,0.0005834401162186598,0.0023212208153076323,0.0005298461674979577,0.0006405073398874474,0.0005298461674979577,0.0006405079670947345,4.0578289252036856e-05,0.0017377806990889724,42.82538103800774,test (out-of-time),platt
12,354125,1029,0.0007060554883464564,0.0029057536180727146,0.0006405079670947345,0.0007765626261385266,0.0006405079670947345,0.0007765627456146962,4.463625507578442e-05,0.0021996981297262583,49.28052602064314,test (out-of-time),platt
13,354124,1216,0.0008591707357512149,0.0034338254396764976,0.0007765630243924256,0.0009482752645702922,0.0007765627456146962,0.000948276558783096,4.923516647754691e-05,0.0025746547039252827,52.29300291082436,test (out-of-time),platt
14,354124,1430,0.0010539120280872527,0.004038133535145881,0.0009482785001022989,0.001168704731098564,0.000948276558783096,0.0011687055805259233,5.4524981285465985e-05,0.002984221507058628,54.731270634183474,test (out-of-time),platt
15,354124,1700,0.0013066179276603246,0.004800578328495103,0.0011687064299532827,0.0014587989206446658,0.0011687055805259233,0.0014587993951237614,6.070335739254091e-05,0.0034939604008347785,57.557943265657144,test (out-of-time),platt
16,354124,1974,0.0016498765355715563,0.005574318600264314,0.0014587997114431576,0.0018657696291808688,0.0014587993951237614,0.0018657727835381843,6.820080180094946e-05,0.0039244420646927574,57.54246227407436,test (out-of-time),platt
17,354124,2239,0.0021522824173380063,0.006322644045588551,0.001865774135405604,0.00249139389619993,0.0018657727835381843,0.00249139569279486,7.787607998069885e-05,0.0041703616282505445,53.55125257054728,test (out-of-time),platt
18,354124,2689,0.0030107693443379097,0.007593385367837255,0.002491396141943593,0.0036977688319519086,0.00249139569279486,0.0036977750698025755,9.206748838669469e-05,0.004582616023499345,49.77453066007186,test (out-of-time),platt
19,354125,2986,0.005877615138463621,0.008432050829509354,0.0036977757628970914,0.0395167903769541,0.0036977750698025755,0.0395167903769541,0.00012845239480178947,0.0025544356910457327,19.88624419955265,test (out-of-time),platt
0,126884,2,0.0,1.5762428675010246e-05,0.0,0.0,0.0,1.566301544373323e-05,0.0,1.5762428675010246e-05,,test (out-of-time),isotonic
1,496153,14,2.0008709267931875e-05,2.8217102385756006e-05,1.566301544373323e-05,4.28743881135245e-05,1.566301544373323e-05,5.10083546315586e-05,6.350345892418279e-06,8.208393117824131e-06,1.2925899245305972,test (out-of-time),isotonic
2,787911,131,5.1008381766448116e-05,0.00016626243319359675,5.10083546315586e-05,6.16982936002361e-05,5.10083546315586e-05,7.23882325689136e-05,8.04583485959557e-06,0.00011525405142714864,14.32468518660871,test (out-of-time),isotonic
3,163647,53,7.238916312972768e-05,0.00032386783747945274,7.23882325689136e-05,0.00011997682180057857,7.23882325689136e-05,0.00012949453964691157,2.103134434845078e-05,0.00025147867434972506,11.957327605082439,test (out-of-time),isotonic
4,345361,145,0.00012949456756052296,0.00041985053321017717,0.00012949453964691157,0.00013913481238966068,0.00012949453964691157,0.00014877508513240983,1.936248110890116e-05,0.0002903559656496542,14.99580368944423,test (out-of-time),isotonic
5,472777,343,0.00014877510424275708,0.0007255006059939464,0.00014877508513240983,0.00015461014580059906,0.00014877508513240983,0.00015781001777992866,1.7738000093650397e-05,0.0005767255017511894,32.51355838912401,test (out-of-time),isotonic
6,347392,348,0.00017264201016288334,0.001001750184229919,0.00015781001777992866,0.00021484914520732943,0.00015781001777992866,0.00024084446952285274,2.229080966607763e-05,0.0008291081740670356,37.1950676753021,test (out-of-time),isotonic
7,417420,534,0.00024084486038948097,0.0012792870490153801,0.00024084446952285274,0.00028723183119583486,0.00024084446952285274,0.00030642660154327575,2.4017608399974542e-05,0.001038442188625899,43.2367024781285,test (out-of-time),isotonic
8,317464,524,0.0003064267725098222,0.0016505808532621023,0.00030642660154327575,0.0003444196081461636,0.00030642660154327575,0.0003634161114476075,3.1063440946340046e-05,0.00134415408075228,43.271255205571514,test (out-of-time),isotonic
9,289773,540,0.00040856129391853035,0.001863527657856322,0.0003634161114476075,0.00042419015030470994,0.0003634161114476075,0.00046835273651813186,3.7541438999591404e-05,0.0014549663639377916,38.75627580374922,test (out-of-time),isotonic
10,235170,480,0.0004947183119780044,0.0020410766679423396,0.00046835273651813186,0.0006310344774678303,0.00046835273651813186,0.0006713984270093995,4.5854354073681546e-05,0.0015463583559643351,33.72326112106067,test (out-of-time),isotonic
11,599829,1619,0.0006971384735651992,0.00269910257756794,0.0006713984270093995,0.0009598157153826465,0.0006713984270093995,0.000968147933004163,3.4079590032500496e-05,0.002001964104002741,58.74378483114201,test (out-of-time),isotonic
12,345177,1175,0.0009811070887305164,0.0034040506754505657,0.000968147933004163,0.0009825876331063482,0.000968147933004163,0.0010764708317807313,5.3287351157404675e-05,0.0024229435867200496,45.46939440774518,test (out-of-time),isotonic
13,264443,1045,0.0010948681434175564,0.003951702257197203,0.0010764708317807313,0.001131743303852119,0.0010764708317807313,0.001321182966902673,6.43097756112039e-05,0.002856834113779647,44.42301480028701,test (out-of-time),isotonic
14,316036,1433,0.0014511423067170533,0.0045342935614929945,0.001321182966902673,0.0017808278677843895,0.001321182966902673,0.0017887186752855754,6.771289519272529e-05,0.003083151254775941,45.53270460524007,test (out-of-time),isotonic
15,349506,1845,0.0018165443542204908,0.005278879332543647,0.0017887186752855754,0.0020090316494841276,0.0017887186752855754,0.0021348329232892048,7.202791925514201e-05,0.0034623349783231565,48.069346083129886,test (out-of-time),isotonic
16,470389,2890,0.0022968674974563346,0.006143851152981893,0.0021348329232892048,0.0031357358528757372,0.0021348329232892048,0.003142471563524195,6.979753101269423e-05,0.0038469836555255587,55.11632861090601,test (out-of-time),isotonic
17,348410,2569,0.003266154718967958,0.00737349674234379,0.003142471563524195,0.003582621360919896,0.003142471563524195,0.0036262438859841458,9.66635351007165e-05,0.0041073420233758325,42.491121590952325,test (out-of-time),isotonic
18,388741,3288,0.005288297445340151,0.00845807362742803,0.0036262438859841458,0.012256669069935111,0.0036262438859841458,0.012256669069935111,0.0001163258881741233,0.0031697761820878786,27.249103633261537,test (out-of-time),isotonic
0,223203,4,0.00012492180235452633,1.7920906081011457e-05,8.009120550768831e-06,0.00019107613777603658,8.009120550768831e-06,0.00019107630333036125,2.3656036351966313e-05,-0.00010700089627351488,-4.523196307340002,"test 2007, 2008 (sequential)",platt fitted on 2006
1,223203,9,0.0002462970681954927,4.032203868227578e-05,0.000191076413699911,0.00029963936871965093,0.00019107630333036125,0.00029963945266953,3.321437755231243e-05,-0.0002059750295132169,-6.201381591113895,"test 2007, 2008 (sequential)",platt fitted on 2006
2,223201,21,0.00035081774705180097,9.408559997491051e-05,0.0002996397884690462,0.00040181442908361164,0.00029963945266953,0.0004018147027136136,3.9638436617785853e-05,-0.00025673214707689046,-6.476848457784387,"test 2007, 2008 (sequential)",platt fitted on 2006
3,223204,61,0.0004535034526110377,0.00027329259332270034,0.0004018147027136136,0.0005058123782498449,0.0004018147027136136,0.0005058125310611727,4.5065149163964705e-05,-0.00018021085928833735,-3.9988963230246837,"test 2007, 2008 (sequential)",platt fitted on 2006
4,223201,70,0.0005593689908512421,0.000313618666583035,0.0005058127602781643,0.0006138864619831149,0.0005058125310611727,0.0006138868935506237,5.004718170226218e-05,-0.00024575032426820705,-4.910372890329985,"test 2007, 2008 (sequential)",platt fitted on 2006
5,223203,105,0.0006711341125846835,0.0004704237846265507,0.0006138868935506237,0.0007299553016631641,0.0006138868935506237,0.0007299558468172615,5.481619160204307e-05,-0.0002007103279581328,-3.661515367854415,"test 2007, 2008 (sequential)",platt fitted on 2006
6,223204,184,0.0007926368239114836,0.000824357986416014,0.0007299558468172615,0.0008573512878656596,0.0007299558468172615,0.0008573515470904877,5.9568127517933844e-05,3.172116250453041e-05,0.5325190471192887,"test 2007, 2008 (sequential)",platt fitted on 2006
7,223202,237,0.0009270344319383577,0.0010618184424870745,0.0008573525839897993,0.000999419470225345,0.0008573515470904877,0.0009994211834536762,6.4416555040147e-05,0.00013478401054871684,2.0923815386388482,"test 2007, 2008 (sequential)",platt fitted on 2006
8,223203,317,0.0010779317384395114,0.001420231806920158,0.000999421611760759,0.0011598222638161374,0.0009994211834536762,0.001159822924238975,6.945626409018911e-05,0.0003423000684806465,4.928282178208853,"test 2007, 2008 (sequential)",platt fitted on 2006
9,223202,369,0.0012492021152694277,0.00165321099273304,0.0011598239148732314,0.001342739643120839,0.001159822924238975,0.0013427406194326487,7.476457763719028e-05,0.0004040088774636124,5.403747205316191,"test 2007, 2008 (sequential)",platt fitted on 2006
10,223203,460,0.0014459002237123164,0.0020609041993163175,0.0013427406194326487,0.001554472818614651,0.0013427406194326487,0.0015544738085644693,8.042757016930797e-05,0.000615003975604001,7.646681036233682,"test 2007, 2008 (sequential)",platt fitted on 2006
11,223203,520,0.0016749272500088685,0.0023297177905314895,0.0015544744685310145,0.0018019237431946933,0.0015544738085644693,0.0018019238801751897,8.655336354709971e-05,0.000654790540522621,7.565165739241362,"test 2007, 2008 (sequential)",platt fitted on 2006
12,223202,643,0.0019432927058565454,0.002880798559152696,0.0018019244280971746,0.002093597196076927,0.0018019238801751897,0.002093598346083923,9.32175486764252e-05,0.0009375058532961505,10.057182007117577,"test 2007, 2008 (sequential)",platt fitted on 2006
13,223203,780,0.0022635197420928484,0.0034945766857972338,0.0020935986335856717,0.0024463196653979552,0.002093598346083923,0.0024463222040854364,0.0001005888991896648,0.0012310569437043854,12.238497027223383,"test 2007, 2008 (sequential)",platt fitted on 2006
14,223202,918,0.002656710584607978,0.004112866372165124,0.0024463260121166523,0.0028837513460401843,0.0024463222040854364,0.0028837522914035864,0.00010895456147554907,0.001456155787557146,13.364798754973906,"test 2007, 2008 (sequential)",platt fitted on 2006
15,223203,1103,0.00315030473028824,0.004941689851838909,0.0028837522914035864,0.0034393091241849646,0.0028837522914035864,0.003439317307255841,0.00011861540857034404,0.0017913851215506692,15.102465549307626,"test 2007, 2008 (sequential)",platt fitted on 2006
16,223203,1257,0.0037897669114268042,0.00563164473595785,0.003439322762636423,0.0041784093220300685,0.003439317307255841,0.0041784116769164985,0.00013005640205642857,0.0018418778245310459,14.162146541097579,"test 2007, 2008 (sequential)",platt fitted on 2006
17,223202,1465,0.004674676764539783,0.006563561258411663,0.004178421096462208,0.0052478098883411445,0.0041784116769164985,0.005247814583497548,0.00014438074524384108,0.0018888844938718796,13.082662031434934,"test 2007, 2008 (sequential)",platt fitted on 2006
18,223203,1682,0.006089470789166942,0.007535741007065317,0.005247815757286647,0.007171019207878407,0.005247814583497548,0.007171026436358545,0.0001646695913399327,0.001446270217898375,8.782861523672537,"test 2007, 2008 (sequential)",platt fitted on 2006
19,223203,1971,0.01019693222334595,0.008830526471418396,0.007171037279078735,0.041359152748945055,0.007171026436358545,0.041359152748945055,0.0002126469462450474,-0.0013664057519275543,-6.425701267080285,"test 2007, 2008 (sequential)",platt fitted on 2006
0,223203,4,1.8046928318347855e-05,1.7920906081011457e-05,4.80533003610617e-07,3.074356573051773e-05,4.80533003610617e-07,3.074360065511428e-05,8.99182226741184e-06,-1.2602223733639768e-07,-0.014015205548838242,"test 2007, 2008 (sequential)",raw
1,223203,9,4.302747573112867e-05,4.032203868227578e-05,3.0743623938178644e-05,5.545586463995278e-05,3.074360065511428e-05,5.54558850126341e-05,1.3883967132687116e-05,-2.7054370488528937e-06,-0.19486051954728886,"test 2007, 2008 (sequential)",raw
2,223201,21,6.829213181652516e-05,9.408559997491051e-05,5.545596650335938e-05,8.147782500600442e-05,5.54558850126341e-05,8.147789776558056e-05,1.7491314031699085e-05,2.579346815838535e-05,1.4746443927334718,"test 2007, 2008 (sequential)",raw
3,223204,61,9.557527165722863e-05,0.00027329259332270034,8.147789776558056e-05,0.00011018692021025345,8.147789776558056e-05,0.00011018696386599913,2.069193135741812e-05,0.0001777173216654717,8.588725653285113,"test 2007, 2008 (sequential)",raw
4,223201,70,0.0001258139530894168,0.000313618666583035,0.00011018702934961766,0.00014204422768671066,0.00011018696386599913,0.0001420443586539477,2.3740453686927026e-05,0.0001878047134936182,7.9107466087320475,"test 2007, 2008 (sequential)",raw
5,223203,105,0.0001597460471306908,0.0004704237846265507,0.0001420443586539477,0.00017826467228587717,0.0001420443586539477,0.0001782648469088599,2.6750404611105772e-05,0.00031067773749585993,11.613945359423765,"test 2007, 2008 (sequential)",raw
6,223204,184,0.00019869428663421768,0.000824357986416014,0.0001782648469088599,0.00022014218848198652,0.0001782648469088599,0.00022014227579347797,2.983311160761029e-05,0.0006256636997817964,20.972123458358677,"test 2007, 2008 (sequential)",raw
7,223202,237,0.0002440035252015882,0.0010618184424870745,0.00022014262503944337,0.00026918770163320005,0.00022014227579347797,0.00026918830699287357,3.3059480013156925e-05,0.0008178149172854863,24.73768241242798,"test 2007, 2008 (sequential)",raw
8,223203,317,0.0002973767885689345,0.001420231806920158,0.0002691884583327919,0.00032723782351240516,0.00026918830699287357,0.00032723806798458106,3.649546786912991e-05,0.0011228550183512234,30.766971460064568,"test 2007, 2008 (sequential)",raw
9,223202,369,0.0003608482518698486,0.00165321099273304,0.00032723843469284475,0.0003965629148297012,0.00032723806798458106,0.0003965632931794971,4.020081804508278e-05,0.0012923627408631916,32.14767270193072,"test 2007, 2008 (sequential)",raw
10,223203,460,0.0004371728287499282,0.0020609041993163175,0.0003965632931794971,0.0004805724893230945,0.0003965632931794971,0.00048057289095595487,4.424677434614391e-05,0.0016237313705663892,36.69716933180004,"test 2007, 2008 (sequential)",raw
11,223203,520,0.0005302226587039895,0.0023297177905314895,0.000480573158711195,0.0005833841278217733,0.00048057289095595487,0.0005833841860294342,4.872635902566316e-05,0.0017994951318275,36.930629905668575,"test 2007, 2008 (sequential)",raw
12,223202,643,0.0006444306416772495,0.002880798559152696,0.0005833844188600779,0.0007103632669895887,0.0005833841860294342,0.0007103637792170049,5.371543149997299e-05,0.0022363679174754463,41.63362101031564,"test 2007, 2008 (sequential)",raw
13,223203,780,0.000787324417668118,0.0034945766857972338,0.0007103639072738588,0.0008714764844626188,0.0007103637792170049,0.0008714776718989026,5.936846414077804e-05,0.0027072522681291155,45.60084730690552,"test 2007, 2008 (sequential)",raw
14,223202,918,0.0009716417959202638,0.004112866372165124,0.0008714794530533254,0.0010816121939569712,0.0008714776718989026,0.0010816126596182585,6.594668376430572e-05,0.00314122457624486,47.632790565658105,"test 2007, 2008 (sequential)",raw
15,223203,1103,0.0012154342196177947,0.004941689851838909,0.0010816126596182585,0.0013632286572828889,0.0010816126596182585,0.0013632329180836684,7.37482343774238e-05,0.0037262556322211144,50.52670973993942,"test 2007, 2008 (sequential)",raw
16,223203,1257,0.0015495893866433637,0.00563164473595785,0.0013632357586175203,0.0017605259781703353,0.0013632329180836684,0.001760527282021941,8.32571523861963e-05,0.004082055349314486,49.02948554353001,"test 2007, 2008 (sequential)",raw
17,223202,1465,0.0020421547871376684,0.006563561258411663,0.0017605324974283576,0.002375328680500388,0.001760527282021941,0.002375331474468113,9.555455312927598e-05,0.004521406471273994,47.3175408518417,"test 2007, 2008 (sequential)",raw
18,223203,1682,0.002893357073082232,0.007535741007065317,0.002375332172960043,0.0035814866423606873,0.002375331474468113,0.0035814913921058222,0.00011368987996820096,0.004642383933983085,40.83374822175518,"test 2007, 2008 (sequential)",raw
19,223203,1971,0.0057987115098889494,0.008830526471418396,0.0035814985167235136,0.03607500344514847,0.0035814913921058222,0.03607500344514847,0.00016071369955906174,0.003031814961529446,18.864695230385536,"test 2007, 2008 (sequential)",raw
