vintage,loan_age,at_risk,cohort_size,defaults,prepayments,censored,hazard_default,hazard_prepay,survival,survival_entering,cif_default,cif_prepay,naive_default,naive_prepay,naive_censored,not_yet_exited_share,km_default,split
2000,22,22212,49995,39,1393,0,0.0017558076715289033,0.06271384837025032,0.41647669110478086,0.445177106006708,0.014178965606727593,0.5693443432884913,0.01398139813981398,0.5612761276127612,0.0016001600160016002,0.4231423142314231,0.02061841041380552,train
2000,23,20790,49995,26,1218,0,0.0012506012506012505,0.05858585858585859,0.3915562003046679,0.41647669110478086,0.014699811877469503,0.5937439878178623,0.014501450145014501,0.5856385638563857,0.0016001600160016002,0.39825982598259824,0.021843226254557924,train
2000,24,19550,49995,33,1186,0,0.0016879795396419438,0.06066496163682864,0.36714151957978863,0.3915562003046679,0.015360750732203726,0.6174977296880074,0.015161516151615161,0.6093609360936093,0.0016001600160016002,0.3738773877387739,0.02349433487520236,train
2000,25,18352,49995,23,1055,1,0.0012532693984306888,0.057486922406277244,0.34557555630019987,0.36714151957978863,0.015820877963586416,0.6386035657362135,0.015621562156215622,0.6304630463046305,0.0016201620162016202,0.35229522952295234,0.024718159542697515,train
2000,26,17290,49995,32,992,0,0.0018507807981492192,0.05737420474262579,0.32510884897507525,0.34557555630019987,0.01646046256749656,0.6584306884574279,0.016261626162616262,0.6503050305030503,0.0016201620162016202,0.33181318131813187,0.026523192445799593,train
2000,27,16280,49995,25,984,0,0.0015356265356265355,0.06044226044226044,0.3049592894777871,0.32510884897507525,0.016959708342949683,0.6780810021792629,0.01676167616761676,0.66998699869987,0.0016201620162016202,0.31163116311631167,0.028018089263296853,train
2000,28,15287,49995,24,975,0,0.0015699614051154576,0.06377968208281547,0.285030308632081,0.3049592894777871,0.01743848265756124,0.6975312087103575,0.01724172417241724,0.6894889488948895,0.0016201620162016202,0.2916491649164916,0.029544063349623895,train
2000,29,14301,49995,39,951,2,0.0027270820222362073,0.06649884623452905,0.2652988209357129,0.285030308632081,0.018215783688024227,0.7164853953762625,0.01802180218021802,0.7085108510851085,0.0016601660166016602,0.27180718071807186,0.032190576287835615,train
2000,30,13321,49995,34,919,2,0.002552360933863824,0.06898881465355454,0.24631903140401598,0.2652988209357129,0.018892922034380675,0.734788046561603,0.0187018701870187,0.7268926892689269,0.0017001700170017002,0.2527052705270527,0.03466077525234379,train
2000,31,12388,49995,15,864,1,0.0012108492089118502,0.06974491443332256,0.22884127643112862,0.24631903140401598,0.019191177238696167,0.7519675463301748,0.019001900190019003,0.7441744174417442,0.0017201720172017201,0.23510351035103505,0.035829655488961,train
2000,32,11537,49995,26,821,0,0.002253618791713617,0.07116234723064921,0.21204067305614674,0.22884127643112862,0.019706898239581088,0.7682524287042718,0.019521952195219523,0.7605960596059606,0.0017201720172017201,0.21816181618161812,0.03800252789576408,train
2000,33,10705,49995,24,727,1,0.002241943017281644,0.06791219056515647,0.19716514335365573,0.21204067305614674,0.020182281345919015,0.7826525753004249,0.020002000200020003,0.7751375137513752,0.0017401740174017401,0.20312031203120307,0.04015927141099074,train
2000,34,9978,49995,16,677,1,0.0016035277610743637,0.06784926839045902,0.1834714728441264,0.19716514335365573,0.02049844112680281,0.7960300860290703,0.020322032203220323,0.7886788678867886,0.0017601760176017601,0.18923892389238928,0.04169840266549307,train
2000,35,9301,49995,26,594,0,0.0027953983442640575,0.06386410063434039,0.17124135638747032,0.1834714728441264,0.02101131697821097,0.8077473266343183,0.020842084208420843,0.8005600560056005,0.0017601760176017601,0.17683768376837683,0.044377237363987465,train
2000,36,8701,49995,28,553,0,0.003218020917135961,0.06355591311343524,0.15980689735274783,0.17124135638747032,0.021562375244944584,0.8186307274023071,0.0214021402140214,0.8116211621162116,0.0017601760176017601,0.16521652165216527,0.04745245140304144,train
2000,37,8127,49995,19,449,0,0.002337886058816291,0.055247938968869204,0.1506042853235752,0.15980689735274783,0.021935985562368258,0.8274597291140561,0.02178217821782178,0.8206020602060206,0.0017601760176017601,0.15585558555855583,0.049679399037265815,train
2000,38,7661,49995,19,425,1,0.002480093982508811,0.05547578645085498,0.14187588137060989,0.1506042853235752,0.022309498344139297,0.8358146202852503,0.022162216221622164,0.8291029102910291,0.0017801780178017801,0.14695469546954698,0.05203628344116762,train
2000,39,7221,49995,17,368,0,0.0023542445644647554,0.05096247057194295,0.1343115254188463,0.14187588137060989,0.022643508866684703,0.8430449657144685,0.022502250225022502,0.8364636463646364,0.0017801780178017801,0.13925392539253922,0.05426802186818602,train
2000,40,6840,49995,15,368,0,0.0021929824561403508,0.05380116959064327,0.126790865442908,0.1343115254188463,0.022938051685585683,0.8502710828715059,0.022802280228022803,0.8438243824382439,0.0017801780178017801,0.13159315931593163,0.05634199550443997,train
2000,41,6464,49995,14,310,0,0.002165841584158416,0.04795792079207921,0.12043563023197015,0.126790865442908,0.023212660614453366,0.8563517091535761,0.023082308230823082,0.85002500250025,0.0017801780178017801,0.1251125112511251,0.05838580925180048,train
2000,42,6142,49995,15,305,0,0.00244220123738196,0.049658091826766525,0.1141608986015191,0.12043563023197015,0.02350678865963076,0.8623323127388497,0.023382338233823383,0.8561256125612561,0.0017801780178017801,0.11871187118711868,0.06068542059358206,train
2000,43,5829,49995,16,261,0,0.0027448962086121117,0.04477611940298507,0.10873585675684234,0.1141608986015191,0.02382014847737382,0.8674439947657834,0.023702370237023703,0.8613461346134613,0.0017801780178017801,0.11317131713171313,0.06326374162128878,train
2000,44,5564,49995,8,192,0,0.0014378145219266715,0.03450754852624011,0.10482730690936418,0.10873585675684234,0.023976490471272947,0.8711962026193624,0.023862386238623863,0.8651865186518651,0.0017801780178017801,0.10917091709170912,0.06461059461680096,train
2000,45,5369,49995,12,204,0,0.0022350530825107095,0.037995902402682066,0.1006100041914609,0.10482730690936418,0.024210785066712016,0.8751792107418266,0.0241024102410241,0.8692669266926693,0.0017801780178017801,0.1048504850485048,0.06670123959065055,train
2000,46,5161,49995,15,185,0,0.002906413485758574,0.035845766324355745,0.09671114721833705,0.1006100041914609,0.024503199339696306,0.8787856534419661,0.024402440244024402,0.872967296729673,0.0017801780178017801,0.1008500850085009,0.06941379169414608,train
2000,47,4963,49995,13,172,0,0.002619383437437034,0.03465645778762845,0.09310615784993238,0.09671114721833705,0.02475652291693555,0.8821373192331317,0.024662466246624663,0.8764076407640764,0.0017801780178017801,0.09714971497149716,0.07185135379528984,train
2000,48,4781,49995,12,149,0,0.0025099351600083664,0.03116502823677055,0.08997081139232119,0.09310615784993238,0.024990213336136387,0.885038975271542,0.024902490249024904,0.8793879387938794,0.0017801780178017801,0.09392939293929392,0.0741809467161133,train
2000,49,4626,49995,11,160,0,0.0023778642455685255,0.03458711629917856,0.08664504209960892,0.08997081139232119,0.025204151711690978,0.8881508061886997,0.025122512251225124,0.8825882588258825,0.0017801780178017801,0.09050905090509054,0.07638241874078311,train
2000,50,4464,49995,12,129,0,0.002688172043010753,0.02889784946236559,0.08390826993651644,0.08664504209960892,0.025437068491528637,0.8906546615719545,0.025362536253625362,0.8851685168516852,0.0017801780178017801,0.0876887688768877,0.07886526170115737,train
2000,51,4325,49995,14,130,0,0.0032369942196531793,0.03005780346820809,0.08111456106464168,0.08390826993651644,0.02570867907629424,0.8931767598590636,0.025642564256425644,0.8877687768776877,0.0017801780178017801,0.08480848084808479,0.0818469695245525,train
2000,52,4188,49995,13,127,0,0.0031041069723018147,0.030324737344794652,0.07840299503096217,0.08111456106464168,0.025960467350850197,0.8956365376181872,0.0259025902590259,0.8903090309030903,0.0017801780178017801,0.08200820082008198,0.08469701474809133,train
2000,53,4048,49995,10,97,0,0.0024703557312252965,0.023962450592885376,0.07633058384807853,0.07840299503096217,0.026154150638970163,0.8975152655129508,0.026102610261026102,0.8922492249224923,0.0017801780178017801,0.0798679867986799,0.08695813872351599,train
2000,54,3941,49995,6,97,0,0.0015224562293834052,0.02461304237503172,0.07433564598044289,0.07633058384807853,0.026270360611842142,0.8993939934077144,0.02622262226222622,0.8941894189418942,0.0017801780178017801,0.07780778077807782,0.08834820499290419,train
2000,55,3840,49995,8,107,0,0.0020833333333333333,0.027864583333333335,0.07210944824925775,0.07433564598044289,0.026425226540968065,0.9014653252097736,0.026382638263826384,0.8963296329632964,0.0017801780178017801,0.07550755075507554,0.09024747956583568,train
2000,56,3725,49995,8,91,0,0.002147651006711409,0.02442953020134228,0.07019298237632444,0.07210944824925775,0.026580092470093988,0.903226925153581,0.026542654265426544,0.8981498149814982,0.0017801780178017801,0.07352735273527355,0.09220131048220437,train
2000,57,3628,49995,8,93,0,0.002205071664829107,0.025633958103638367,0.06823887785041244,0.07019298237632444,0.02673487302660187,0.9050262491229851,0.026702670267026704,0.9000100010001,0.0017801780178017801,0.07150715071507152,0.094203071649829,train
2000,58,3529,49995,5,82,0,0.0014168319637291016,0.023236044205157267,0.06655659324486246,0.06823887785041244,0.02683155604990934,0.9066118507052277,0.0268026802680268,0.9016501650165016,0.0017801780178017801,0.06976697669766974,0.0954864336905632,train
2000,59,3442,49995,9,88,0,0.0026147588611272515,0.02556653108657757,0.06468094259269754,0.06655659324486246,0.027005585491862785,0.9083134719154391,0.026982698269826983,0.9034103410341034,0.0017801780178017801,0.0678267826782678,0.09785151855308061,train
2000,60,3345,49995,10,77,0,0.0029895366218236174,0.023019431988041853,0.06299865798714754,0.06468094259269754,0.027198951538477727,0.9098023904743742,0.027182718271827184,0.904950495049505,0.0017801780178017801,0.06608660866086613,0.10054852447668883,train
2000,61,3260,49995,4,84,0,0.001226993865030675,0.025766871165644172,0.06129808071632884,0.06299865798714754,0.02727625050533312,0.9114256687783375,0.027262726272627262,0.9066306630663067,0.0017801780178017801,0.06432643264326432,0.1016521459190487,train
2000,62,3172,49995,8,65,0,0.0025220680958385876,0.020491803278688523,0.05988737457121787,0.06129808071632884,0.027430848439043913,0.9126817769897377,0.027422742274227422,0.9079307930793079,0.0017801780178017801,0.06286628662866289,0.10391784038079133,train
2000,63,3102,49995,9,70,0,0.0029013539651837525,0.02256608639587363,0.05836219643094507,0.05988737457121787,0.027604602910720557,0.9140332006583339,0.027602760276027604,0.9093309330933094,0.0017801780178017801,0.06128612861286131,0.10651769190773264,train
2000,64,3025,49995,7,60,0,0.0023140495867768596,0.019834710743801654,0.05706954612982992,0.05836219643094507,0.027739655927254976,0.9151907979429147,0.027742774277427742,0.9105310531053106,0.0017801780178017801,0.05994599459945993,0.10858525427356591,train
2000,65,2960,49995,5,63,2,0.0016891891891891893,0.021283783783783785,0.05575848898900951,0.05706954612982992,0.02783605718760942,0.9164054538233807,0.027842784278427842,0.9117911791179117,0.00182018201820182,0.05854585458545858,0.1100910224251308,train
2000,66,2890,49995,4,62,5,0.001384083044982699,0.021453287197231833,0.05448511173182106,0.05575848898900951,0.027913231566832963,0.9176016567013456,0.027922792279227924,0.913031303130313,0.0019201920192019203,0.05712571257125709,0.11132273035257012,train
2000,67,2821,49995,6,52,6,0.0021269053527118043,0.018433179723502304,0.053364893199227784,0.05448511173182106,0.028029116242618474,0.9186059905581534,0.028042804280428043,0.9140714071407141,0.00204020402040204,0.055845584558455896,0.1132128627942165,train
2000,68,2759,49995,7,41,5,0.0025371511417180137,0.014860456687205509,0.05243647171551523,0.053364893199227784,0.028164511042326555,0.9193990172421579,0.028182818281828184,0.9148914891489149,0.00214021402140214,0.05478547854785476,0.11546277579183906,train
2000,69,2710,49995,7,38,2,0.0025830258302583027,0.014022140221402213,0.051565755395515896,0.05243647171551523,0.02829995580321534,0.9201342888012685,0.028322832283228322,0.9156515651565157,0.00218021802180218,0.05384538453845389,0.11774755828979366,train
2000,70,2668,49995,5,51,4,0.0018740629685157421,0.01911544227886057,0.05048341570205679,0.051565755395515896,0.02839659327584562,0.9211199910220973,0.028422842284228422,0.9166716671667167,0.00226022602260226,0.052645264526452684,0.11940095491968539,train
2000,71,2610,49995,4,50,1,0.0015325670498084292,0.019157088122605363,0.049438931239255614,0.05048341570205679,0.028473962495312373,0.9220871062654317,0.028502850285028504,0.9176717671767177,0.00228022802280228,0.0515451545154515,0.1207505320002682,train
2000,72,2555,49995,3,32,0,0.0011741682974559687,0.012524461839530333,0.048761685605841154,0.049438931239255614,0.028532012121033613,0.9227063022731249,0.028562856285628564,0.9183118311831183,0.00228022802280228,0.05084508450845082,0.12178291885114856,train
2000,73,2520,49995,4,58,2,0.0015873015873015873,0.023015873015873017,0.04756199334093554,0.048761685605841154,0.028609411621995266,0.9238285950370688,0.028642864286428642,0.9194719471947195,0.00232023202320232,0.049564956495649515,0.12317691421805155,train
2000,74,2457,49995,11,32,0,0.004477004477004477,0.013024013024013023,0.04672961006309255,0.04756199334093554,0.028822346879117892,0.9244480430577892,0.02886288628862886,0.9201120112011201,0.00232023202320232,0.048704870487048746,0.12710245509863827,train
2000,75,2415,49995,2,33,2,0.0008281573498964803,0.013664596273291925,0.04605236933754048,0.04672961006309255,0.02886104634914944,0.9250865843133097,0.028902890289028902,0.9207720772077208,0.0023602360236023604,0.04796479647964802,0.12782535161615494,train
2000,76,2378,49995,2,33,0,0.0008410428931875525,0.013877207737594618,0.04537455902348921,0.04605236933754048,0.028899778367095227,0.9257256626094151,0.028942894289428943,0.9214321432143214,0.0023602360236023604,0.047264726472647234,0.1285588879057965,train
2000,77,2343,49995,3,35,0,0.0012804097311139564,0.014938113529662825,0.044638650682519265,0.04537455902348921,0.028957876394013905,0.9264034729234664,0.029002900290029002,0.9221322132213221,0.0023602360236023604,0.04650465046504648,0.12967468958581474,train
2000,78,2306,49995,2,33,1,0.0008673026886383347,0.014310494362532523,0.04396113430182188,0.044638650682519265,0.028996591615768043,0.9270422740824096,0.029042904290429043,0.9227922792279228,0.0023802380238023804,0.04578457845784578,0.13042952506752692,train
2000,79,2270,49995,9,34,0,0.003964757709251102,0.014977973568281937,0.04312839034808693,0.04396113430182188,0.029170886861898608,0.927700722790014,0.029222922292229222,0.9234723472347235,0.0023802380238023804,0.0449244924492449,0.13387716131175265,train
2000,80,2229,49995,4,31,0,0.001794526693584567,0.013907581875280395,0.04245118368044088,0.04312839034808693,0.029248281909629584,0.9283005344099291,0.029302930293029304,0.9240924092409241,0.0023802380238023804,0.04422442244224423,0.135431441865702,train
2000,81,2194,49995,4,25,0,0.0018231540565177757,0.011394712853236098,0.041890069584391294,0.04245118368044088,0.02932567695736056,0.9287842534582477,0.029382938293829382,0.9245924592459246,0.0023802380238023804,0.043644364436443595,0.13700768353960224,train
2000,82,2165,49995,5,28,0,0.0023094688221709007,0.012933025404157044,0.041251560440610735,0.041890069584391294,0.029422420767024282,0.9293260187923645,0.029482948294829482,0.9251525152515252,0.0023802380238023804,0.04298429842984297,0.1390007373882406,train
2000,83,2132,49995,6,25,0,0.0028142589118198874,0.01172607879924953,0.040651748820695666,0.041251560440610735,0.02953851333862075,0.9298097378406831,0.029602960296029605,0.9256525652565256,0.0023802380238023804,0.0423642364236424,0.1414238122361161,train
2000,84,2102,49995,3,34,0,0.0014272121788772598,0.016175071360608945,0.0399361852115778,0.040651748820695666,0.029596532009630305,0.9304672827787914,0.029662966296629664,0.9263326332633264,0.0023802380238023804,0.04162416241624167,0.1426491826277868,train
2000,85,2065,49995,3,28,0,0.0014527845036319612,0.013559322033898305,0.039336658944479054,0.0399361852115778,0.029654550680639862,0.9310087903748806,0.029722972297229724,0.9268926892689269,0.0023802380238023804,0.04100410041004099,0.1438947286094413,train
2000,86,2035,49995,2,23,0,0.0009828009828009828,0.011302211302211302,0.03885340760609479,0.039336658944479054,0.029693210787710603,0.9314533816061942,0.029762976297629765,0.9273527352735274,0.0023802380238023804,0.04050405040504046,0.14473610971154505,train
2000,87,2010,49995,4,30,0,0.001990049751243781,0.014925373134328358,0.03819618578589219,0.03885340760609479,0.029770531001852084,0.9320332832122553,0.029842984298429843,0.9279527952795279,0.0023802380238023804,0.03982398239823981,0.14643812740366136,train
2000,88,1977,49995,2,24,0,0.0010116337885685382,0.012139605462822459,0.03769385860813135,0.03819618578589219,0.029809171553987535,0.9324969698378807,0.029882988298829884,0.9284328432843284,0.0023802380238023804,0.039303930393039255,0.14730161943461362,train
2000,89,1951,49995,4,31,1,0.0020502306509482316,0.015889287544848796,0.03701764894576098,0.03769385860813135,0.029886452658258435,0.9330958983959802,0.029962996299629962,0.9290529052905291,0.0024002400240024004,0.038583858385838554,0.1490498477904627,train
2000,90,1915,49995,4,17,0,0.0020887728459530026,0.008877284595300261,0.036611711281081614,0.03701764894576098,0.02996377411819736,0.9334245146007206,0.030043004300430044,0.9293929392939294,0.0024002400240024004,0.03816381638163813,0.15082728936165757,train
2000,91,1894,49995,2,22,0,0.0010559662090813093,0.011615628299894404,0.036147782521448055,0.036611711281081614,0.030002434848166823,0.9338497826303848,0.030083008300830084,0.9298329832983299,0.0024002400240024004,0.037683768376837734,0.15172398704976564,train
2000,92,1870,49995,3,22,0,0.0016042780748663102,0.011764705882352941,0.03566452339682977,0.036147782521448055,0.030060425943121017,0.9342750506600489,0.030143014301430144,0.9302730273027303,0.0024002400240024004,0.037183718371837204,0.15308485765877666,train
2000,93,1847,49995,2,19,0,0.0010828370330265296,0.01028695181375203,0.035259025296486814,0.03566452339682977,0.030099044809820345,0.9346419298936925,0.03018301830183018,0.9306530653065307,0.0024002400240024004,0.03676367636763678,0.15400192873873475,train
2000,94,1827,49995,3,26,0,0.0016420361247947454,0.014230979748221127,0.03469935822828861,0.035259025296486814,0.030156941403082227,0.9351437003686288,0.030243024302430244,0.9311731173117311,0.0024002400240024004,0.036183618361836145,0.15539108813325242,train
2000,95,1800,49995,4,18,1,0.0022222222222222222,0.01,0.03427525496105397,0.03469935822828861,0.03023405108803398,0.9354906939509116,0.030323032303230323,0.9315331533153315,0.0024202420242024204,0.03572357235723578,0.15726799682628967,train
2000,96,1777,49995,7,24,0,0.0039392234102419805,0.013505908835115363,0.033677318605515046,0.03427525496105397,0.030369068974768577,0.9359536124197159,0.030463046304630464,0.932013201320132,0.0024202420242024204,0.035103510351035094,0.1605877064617517,train
2000,97,1746,49995,5,13,0,0.0028636884306987398,0.0074455899198167235,0.0333301297539118,0.033677318605515046,0.030465510322436145,0.9362043599236516,0.030563056305630564,0.9322732273227323,0.0024202420242024204,0.034743474347434744,0.16299152173534348,train
2000,98,1729,49995,2,23,0,0.001156737998843262,0.013302486986697512,0.03284820190900272,0.0333301297539118,0.03050406455002887,0.936647733540968,0.0306030603060306,0.9327332733273327,0.0024202420242024204,0.034243424342434214,0.16395972124750624,train
2000,99,1704,49995,9,18,0,0.00528169014084507,0.01056338028169014,0.032327719836500915,0.03284820190900272,0.03067755857419614,0.9369947215893025,0.030783078307830784,0.933093309330933,0.0024202420242024204,0.033703370337033745,0.16837542694514274,train
2000,100,1677,49995,1,18,0,0.0005963029218843172,0.01073345259391771,0.03196145467437002,0.032327719836500915,0.030696835687992502,0.9373417096376371,0.030803080308030802,0.9334533453345335,0.0024202420242024204,0.03332333233323337,0.16887132710796615,train
2000,101,1658,49995,5,17,0,0.0030156815440289505,0.010253317249698432,0.03153735817085003,0.03196145467437002,0.030793221256974316,0.9376694205721753,0.030903090309030903,0.9337933793379338,0.0024202420242024204,0.032883288328832916,0.1713777465075199,train
2000,102,1636,49995,6,13,0,0.003667481662591687,0.007946210268948655,0.03117109300871913,0.03153735817085003,0.030908883939752496,0.937920023051528,0.031023102310231022,0.934053405340534,0.0024202420242024204,0.03250325032503254,0.174416703427419,train
2000,103,1618,49995,5,13,1,0.0030902348578491965,0.008034610630407911,0.03082431941529704,0.03117109300871913,0.0310052099379253,0.9381704706467773,0.031123112311231122,0.9343134313431343,0.0024402440244024404,0.032123212321232164,0.17696794970854568,train
2000,104,1599,49995,2,17,0,0.0012507817385866166,0.010631644777986242,0.030458051704921402,0.03082431941529704,0.03104376443375431,0.9384981838613239,0.031163116311631163,0.9346534653465347,0.0024402440244024404,0.03174317431743179,0.17799738316732172,train
2000,105,1581,49995,5,13,1,0.0031625553447185324,0.008222643896268185,0.0301112807177686,0.030458051704921402,0.031140089707963423,0.9387486295742676,0.03126312631263126,0.9349134913491349,0.0024602460246024604,0.03136313631363141,0.18059701193655853,train
2000,106,1563,49995,5,17,2,0.003198976327575176,0.010876519513755598,0.029687449511248507,0.0301112807177686,0.031236414982172535,0.9390761355065786,0.031363136313631364,0.9352535253525353,0.0025002500250025004,0.03088308830883091,0.1832182626981178,train
2000,107,1539,49995,11,14,0,0.007147498375568551,0.009096816114359974,0.02920519724498391,0.029687449511248507,0.031448605979328956,0.9393461967756869,0.03158315831583158,0.9355335533553355,0.0025002500250025004,0.03038303830383038,0.18905620883867713,train
2000,108,1515,49995,4,19,0,0.0026402640264026403,0.012541254125412541,0.028761818012881846,0.02920519724498391,0.031525715410998884,0.9397124665761191,0.031663166316631665,0.9359135913591359,0.0025002500250025004,0.0299229922992299,0.1911973145579149,train
2000,109,1492,49995,2,18,1,0.0013404825737265416,0.012064343163538873,0.028376270854532225,0.028761818012881846,0.03156427012683385,0.9400594590186337,0.0317031703170317,0.9362736273627362,0.0025202520252025204,0.029502950295029473,0.19228150046333325,train
2000,110,1471,49995,4,12,0,0.002719238613188307,0.008157715839564922,0.028067623448908487,0.028376270854532225,0.03164143197823978,0.9402909445728516,0.031783178317831784,0.9365136513651365,0.0025202520252025204,0.029182918291829174,0.19447787979585995,train
2000,111,1455,49995,1,17,0,0.0006872852233676976,0.01168384879725086,0.027720395117581776,0.028067623448908487,0.03166072244109126,0.9406188824413264,0.0318031803180318,0.9368536853685369,0.0025202520252025204,0.028822882288228824,0.19503150324617202,train
2000,112,1438,49995,3,17,0,0.002086230876216968,0.011821974965229486,0.02733485415628022,0.027720395117581776,0.031718553585286496,0.9409465922584327,0.031863186318631866,0.9371937193719372,0.0025202520252025204,0.028422842284228422,0.19671085337848182,train
2000,113,1419,49995,5,18,0,0.0035236081747709656,0.012684989429175475,0.026891794504698512,0.02733485415628022,0.03181487090084774,0.9412933345944532,0.031963196319631966,0.9375537553755375,0.0025202520252025204,0.027962796279627944,0.19954132958222215,train
2000,114,1396,49995,2,23,0,0.0014326647564469914,0.0164756446991404,0.026410207926892307,0.026891794504698512,0.031853397827072236,0.941736394246035,0.032003200320032,0.938013801380138,0.0025202520252025204,0.027462746274627414,0.20068811850832213,train
