vintage,mean_z_all_ages,mean_z_age_45_plus
2000,-0.3624555523597964,-0.7223814698880426
2001,-0.2958947363500317,-0.741145545682772
2002,-0.5361094781224579,-0.9192473493593041
2003,-0.3540845799429115,-0.06039702803731269
2004,0.9789952999401704,1.6452959218475505
